t,MV,PV,DV
4.510000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.520000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.530000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
4.540000000000000000e+02,5.000000000000000000e+01,5.171000000000000085e+01,5.000000000000000000e+01
4.550000000000000000e+02,5.000000000000000000e+01,5.174000000000000199e+01,5.000000000000000000e+01
4.560000000000000000e+02,5.000000000000000000e+01,5.177000000000000313e+01,5.000000000000000000e+01
4.570000000000000000e+02,5.000000000000000000e+01,5.174000000000000199e+01,5.000000000000000000e+01
4.580000000000000000e+02,5.000000000000000000e+01,5.177000000000000313e+01,5.000000000000000000e+01
4.590000000000000000e+02,5.000000000000000000e+01,5.174000000000000199e+01,5.000000000000000000e+01
4.600000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
4.610000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.620000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
4.630000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
4.640000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.650000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.660000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
4.670000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.680000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.690000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.700000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.710000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.720000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.730000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.740000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
4.750000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.760000000000000000e+02,5.000000000000000000e+01,5.174000000000000199e+01,5.000000000000000000e+01
4.770000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.780000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
4.790000000000000000e+02,5.000000000000000000e+01,5.177000000000000313e+01,5.000000000000000000e+01
4.800000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
4.810000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.820000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.830000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
4.840000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
4.850000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.860000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.870000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
4.880000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.890000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
4.900000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.910000000000000000e+02,5.000000000000000000e+01,5.189999999999999858e+01,5.000000000000000000e+01
4.920000000000000000e+02,5.000000000000000000e+01,5.189999999999999858e+01,5.000000000000000000e+01
4.930000000000000000e+02,5.000000000000000000e+01,5.189999999999999858e+01,5.000000000000000000e+01
4.940000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.950000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.960000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.970000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.980000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
4.990000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.000000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.010000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.020000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.030000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.040000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.050000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.060000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.070000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.080000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.090000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.100000000000000000e+02,5.000000000000000000e+01,5.179999999999999716e+01,5.000000000000000000e+01
5.110000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.120000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.130000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.140000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.150000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.160000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.170000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.180000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.190000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.200000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.210000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.220000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.230000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.240000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.250000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.260000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.270000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.280000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.290000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.300000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.310000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.320000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.330000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.340000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.350000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.360000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.370000000000000000e+02,5.000000000000000000e+01,5.189999999999999858e+01,5.000000000000000000e+01
5.380000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.390000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.400000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.410000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.420000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.430000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.440000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.450000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.460000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.470000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.480000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.490000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.500000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.510000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.520000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.530000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.540000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.550000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.560000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.570000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.580000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.590000000000000000e+02,5.000000000000000000e+01,5.177000000000000313e+01,5.000000000000000000e+01
5.600000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.610000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.620000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.630000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.640000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.650000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.660000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.670000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.680000000000000000e+02,5.000000000000000000e+01,5.189999999999999858e+01,5.000000000000000000e+01
5.690000000000000000e+02,5.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01
5.700000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.710000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.720000000000000000e+02,5.000000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01
5.730000000000000000e+02,5.000000000000000000e+01,5.192999999999999972e+01,5.000000000000000000e+01
5.740000000000000000e+02,5.000000000000000000e+01,5.200000000000000000e+01,5.000000000000000000e+01
5.750000000000000000e+02,5.000000000000000000e+01,5.209000000000000341e+01,5.000000000000000000e+01
5.760000000000000000e+02,5.000000000000000000e+01,5.203000000000000114e+01,5.000000000000000000e+01
5.770000000000000000e+02,5.000000000000000000e+01,5.209000000000000341e+01,5.000000000000000000e+01
5.780000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
5.790000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
5.800000000000000000e+02,5.000000000000000000e+01,5.213000000000000256e+01,5.000000000000000000e+01
5.810000000000000000e+02,5.000000000000000000e+01,5.213000000000000256e+01,5.000000000000000000e+01
5.820000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
5.830000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
5.840000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
5.850000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
5.860000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
5.870000000000000000e+02,5.000000000000000000e+01,5.213000000000000256e+01,5.000000000000000000e+01
5.880000000000000000e+02,5.000000000000000000e+01,5.203000000000000114e+01,5.000000000000000000e+01
5.890000000000000000e+02,5.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01
5.900000000000000000e+02,5.000000000000000000e+01,5.213000000000000256e+01,5.000000000000000000e+01
5.910000000000000000e+02,5.000000000000000000e+01,5.206000000000000227e+01,5.000000000000000000e+01
5.920000000000000000e+02,5.000000000000000000e+01,5.200000000000000000e+01,5.000000000000000000e+01
5.930000000000000000e+02,5.000000000000000000e+01,5.213000000000000256e+01,5.000000000000000000e+01
5.940000000000000000e+02,5.000000000000000000e+01,5.203000000000000114e+01,5.000000000000000000e+01
5.950000000000000000e+02,5.000000000000000000e+01,5.200000000000000000e+01,5.000000000000000000e+01
5.960000000000000000e+02,5.000000000000000000e+01,5.203000000000000114e+01,5.000000000000000000e+01
5.970000000000000000e+02,5.000000000000000000e+01,5.196000000000000085e+01,5.000000000000000000e+01
5.980000000000000000e+02,5.000000000000000000e+01,5.189999999999999858e+01,5.000000000000000000e+01
5.990000000000000000e+02,5.000000000000000000e+01,5.189999999999999858e+01,5.000000000000000000e+01
6.000000000000000000e+02,5.000506717594264217e+01,5.192999999999999972e+01,5.000000000000000000e+01
6.010000000000000000e+02,4.990008422490841156e+01,5.196000000000000085e+01,5.000000000000000000e+01
6.020000000000000000e+02,4.979451904745610591e+01,5.200000000000000000e+01,5.000000000000000000e+01
6.030000000000000000e+02,4.965168296463564701e+01,5.209000000000000341e+01,5.000000000000000000e+01
6.040000000000000000e+02,4.932463991305728968e+01,5.213000000000000256e+01,5.000000000000000000e+01
6.050000000000000000e+02,4.917927342417082315e+01,5.213000000000000256e+01,5.000000000000000000e+01
6.060000000000000000e+02,4.917986307535577595e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.070000000000000000e+02,4.907039199299189391e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.080000000000000000e+02,4.907039517493574010e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.090000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.100000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.110000000000000000e+02,4.907039517498198933e+01,5.213000000000000256e+01,5.000000000000000000e+01
6.120000000000000000e+02,4.918045166586194483e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.130000000000000000e+02,4.907097740149255571e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.140000000000000000e+02,4.907098058339015267e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.150000000000000000e+02,4.907098058343640190e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.160000000000000000e+02,4.907098058343640190e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.170000000000000000e+02,4.907098058343640190e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.180000000000000000e+02,4.907098058343640190e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.190000000000000000e+02,4.907098058343640190e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.200000000000000000e+02,4.907098058343640190e+01,5.213000000000000256e+01,5.000000000000000000e+01
6.210000000000000000e+02,4.918103707431635740e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.220000000000000000e+02,4.907156280994696829e+01,5.221999999999999886e+01,5.000000000000000000e+01
6.230000000000000000e+02,4.885145301008461161e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.240000000000000000e+02,4.907040153886968881e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.250000000000000000e+02,4.907039517507448068e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.260000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.270000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.280000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.290000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.300000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.310000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.320000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.330000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.340000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.350000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.360000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.370000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.380000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.390000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.400000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.410000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.420000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.430000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.440000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.450000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.460000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.470000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.480000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.490000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.500000000000000000e+02,4.907039517498198933e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.510000000000000000e+02,4.907039517498198933e+01,5.218999999999999773e+01,5.000000000000000000e+01
6.520000000000000000e+02,4.896033868410200540e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.530000000000000000e+02,4.906981294847142294e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.540000000000000000e+02,4.906980976657382598e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.550000000000000000e+02,4.906980976652757676e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.560000000000000000e+02,4.906980976652757676e+01,5.218999999999999773e+01,5.000000000000000000e+01
6.570000000000000000e+02,4.895975327564759283e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.580000000000000000e+02,4.906922754001701037e+01,5.218999999999999773e+01,5.000000000000000000e+01
6.590000000000000000e+02,4.895916786723942948e+01,5.221999999999999886e+01,5.000000000000000000e+01
6.600000000000000000e+02,4.884852914980263705e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.610000000000000000e+02,4.906747449664386806e+01,5.221999999999999886e+01,5.000000000000000000e+01
6.620000000000000000e+02,4.884735515104245707e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.630000000000000000e+02,4.906630367968880080e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.640000000000000000e+02,4.906629731589359267e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.650000000000000000e+02,4.906629731580110132e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.660000000000000000e+02,4.906629731580110132e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.670000000000000000e+02,4.906629731580110132e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.680000000000000000e+02,4.906629731580110132e+01,5.209000000000000341e+01,5.000000000000000000e+01
6.690000000000000000e+02,4.932309579452102355e+01,5.213000000000000256e+01,5.000000000000000000e+01
6.700000000000000000e+02,4.917771233520570462e+01,5.213000000000000256e+01,5.000000000000000000e+01
6.710000000000000000e+02,4.917830198614400672e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.720000000000000000e+02,4.906883090378012469e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.730000000000000000e+02,4.906883408572397087e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.740000000000000000e+02,4.906883408577022010e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.750000000000000000e+02,4.906883408577022010e+01,5.213000000000000256e+01,5.000000000000000000e+01
6.760000000000000000e+02,4.917889057665017560e+01,5.203000000000000114e+01,5.000000000000000000e+01
6.770000000000000000e+02,4.954632777276066236e+01,5.206000000000000227e+01,5.000000000000000000e+01
6.780000000000000000e+02,4.943879744532406306e+01,5.215999999999999659e+01,5.000000000000000000e+01
6.790000000000000000e+02,4.907389701902856416e+01,5.213000000000000256e+01,5.000000000000000000e+01
6.800000000000000000e+02,4.918396411643425381e+01,5.209000000000000341e+01,5.000000000000000000e+01
6.810000000000000000e+02,4.933128833093893917e+01,5.209000000000000341e+01,5.000000000000000000e+01
6.820000000000000000e+02,4.933265004136119103e+01,5.206000000000000227e+01,5.000000000000000000e+01
6.830000000000000000e+02,4.944407248523980059e+01,5.206000000000000227e+01,5.000000000000000000e+01
6.840000000000000000e+02,4.944602066481066061e+01,5.203000000000000114e+01,5.000000000000000000e+01
6.850000000000000000e+02,4.955802851715910151e+01,5.186999999999999744e+01,5.000000000000000000e+01
6.860000000000000000e+02,5.014753005654426232e+01,5.186999999999999744e+01,5.000000000000000000e+01
6.870000000000000000e+02,5.015317203452348593e+01,5.189999999999999858e+01,5.000000000000000000e+01
6.880000000000000000e+02,5.004877449178951565e+01,5.184000000000000341e+01,5.000000000000000000e+01
6.890000000000000000e+02,5.027396419543153883e+01,5.186999999999999744e+01,5.000000000000000000e+01
6.900000000000000000e+02,5.017014569755720288e+01,5.184000000000000341e+01,5.000000000000000000e+01
6.910000000000000000e+02,5.028586431868117046e+01,5.184000000000000341e+01,5.000000000000000000e+01
6.920000000000000000e+02,5.029210549363064331e+01,5.184000000000000341e+01,5.000000000000000000e+01
6.930000000000000000e+02,5.029834985043146389e+01,5.184000000000000341e+01,5.000000000000000000e+01
6.940000000000000000e+02,5.030459420727853370e+01,5.189999999999999858e+01,5.000000000000000000e+01
6.950000000000000000e+02,5.009072558236566408e+01,5.186999999999999744e+01,5.000000000000000000e+01
6.960000000000000000e+02,5.020586197707159215e+01,5.184000000000000341e+01,5.000000000000000000e+01
6.970000000000000000e+02,5.032157423449284295e+01,5.184000000000000341e+01,5.000000000000000000e+01
6.980000000000000000e+02,5.032781540934982445e+01,5.186999999999999744e+01,5.000000000000000000e+01
6.990000000000000000e+02,5.022400327527068953e+01,5.189999999999999858e+01,5.000000000000000000e+01
7.000000000000000000e+02,1.343411195473495923e+01,5.189999999999999858e+01,5.000000000000000000e+01
7.010000000000000000e+02,1.324511317314183501e+01,5.189999999999999858e+01,5.000000000000000000e+01
7.020000000000000000e+02,1.305505057707076055e+01,5.186999999999999744e+01,5.000000000000000000e+01
7.030000000000000000e+02,1.297504445641830273e+01,5.189999999999999858e+01,5.000000000000000000e+01
7.040000000000000000e+02,1.267550758051621607e+01,5.186999999999999744e+01,5.000000000000000000e+01
7.050000000000000000e+02,1.259550464176113493e+01,5.186999999999999744e+01,5.000000000000000000e+01
7.060000000000000000e+02,1.240602425678527609e+01,5.184000000000000341e+01,5.000000000000000000e+01
7.070000000000000000e+02,1.232660354454073115e+01,5.184000000000000341e+01,5.000000000000000000e+01
7.080000000000000000e+02,1.213770856797304099e+01,5.184000000000000341e+01,5.000000000000000000e+01
7.090000000000000000e+02,1.194881677330295133e+01,5.184000000000000341e+01,5.000000000000000000e+01
7.100000000000000000e+02,1.175992497867910913e+01,5.174000000000000199e+01,5.000000000000000000e+01
7.110000000000000000e+02,1.193788815365519262e+01,5.157999999999999829e+01,5.000000000000000000e+01
7.120000000000000000e+02,1.233790506542645637e+01,5.150999999999999801e+01,5.000000000000000000e+01
7.130000000000000000e+02,1.241086831893945686e+01,5.147999999999999687e+01,5.000000000000000000e+01
7.140000000000000000e+02,1.233846508341184212e+01,5.128999999999999915e+01,5.000000000000000000e+01
7.150000000000000000e+02,1.285361945042903997e+01,5.118999999999999773e+01,5.000000000000000000e+01
7.160000000000000000e+02,1.304229496137873134e+01,5.118999999999999773e+01,5.000000000000000000e+01
7.170000000000000000e+02,1.286607640982811063e+01,5.113000000000000256e+01,5.000000000000000000e+01
7.180000000000000000e+02,1.290998144665565839e+01,5.086999999999999744e+01,5.000000000000000000e+01
7.190000000000000000e+02,1.368876087585836565e+01,5.086999999999999744e+01,5.000000000000000000e+01
7.200000000000000000e+02,1.351876971098802471e+01,5.064000000000000057e+01,5.000000000000000000e+01
7.210000000000000000e+02,1.419257255273587148e+01,5.054999999999999716e+01,5.000000000000000000e+01
7.220000000000000000e+02,1.435724217402563951e+01,5.032000000000000028e+01,5.000000000000000000e+01
7.230000000000000000e+02,1.503727982683525788e+01,5.021999999999999886e+01,5.000000000000000000e+01
7.240000000000000000e+02,1.524487930179334150e+01,5.006000000000000227e+01,5.000000000000000000e+01
7.250000000000000000e+02,1.567455690823359404e+01,4.989999999999999858e+01,5.000000000000000000e+01
7.260000000000000000e+02,1.610735032941011369e+01,4.981000000000000227e+01,5.000000000000000000e+01
7.270000000000000000e+02,1.628646745019770492e+01,4.964000000000000057e+01,5.000000000000000000e+01
7.280000000000000000e+02,1.676083219656413448e+01,4.960999999999999943e+01,5.000000000000000000e+01
7.290000000000000000e+02,1.672490881498999471e+01,4.957999999999999829e+01,5.000000000000000000e+01
7.300000000000000000e+02,1.668958569081823384e+01,4.942000000000000171e+01,5.000000000000000000e+01
7.310000000000000000e+02,1.713175943579658167e+01,4.925999999999999801e+01,5.000000000000000000e+01
7.320000000000000000e+02,1.757704157077515106e+01,4.925999999999999801e+01,5.000000000000000000e+01
7.330000000000000000e+02,1.743847793261696921e+01,4.913000000000000256e+01,5.000000000000000000e+01
7.340000000000000000e+02,1.777684272530585119e+01,4.893999999999999773e+01,5.000000000000000000e+01
7.350000000000000000e+02,1.833784348154715005e+01,4.889999999999999858e+01,5.000000000000000000e+01
7.360000000000000000e+02,1.835226300617839712e+01,4.871000000000000085e+01,5.000000000000000000e+01
7.370000000000000000e+02,1.891776143944215605e+01,4.867999999999999972e+01,5.000000000000000000e+01
7.380000000000000000e+02,1.889998359873598588e+01,4.860999999999999943e+01,5.000000000000000000e+01
7.390000000000000000e+02,1.902955012446015814e+01,4.847999999999999687e+01,5.000000000000000000e+01
7.400000000000000000e+02,1.938059134265942873e+01,4.832000000000000028e+01,5.000000000000000000e+01
7.410000000000000000e+02,1.984421945775842389e+01,4.828999999999999915e+01,5.000000000000000000e+01
