t,man_mode,MV,MVP,MVI,MVD,MVFF,MVMan,DV,SP,PV
5.890000000000000000e+02,0.000000000000000000e+00,1.720506185629130869e+01,-1.437678425719160735e+01,3.158184611332875846e+01,1.541586198251044651e-10,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.607000000000000028e+01
5.900000000000000000e+02,0.000000000000000000e+00,1.723823470333759644e+01,-1.426731635675613319e+01,3.150554787810363067e+01,3.181990097302477326e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
5.910000000000000000e+02,0.000000000000000000e+00,1.727198977704859573e+01,-1.415784845632066080e+01,3.142983505133291544e+01,3.182036341774147660e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
5.920000000000000000e+02,0.000000000000000000e+00,1.719627376828778509e+01,-1.415784845632066080e+01,3.135412222456220022e+01,4.624738430797303322e-11,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
5.930000000000000000e+02,0.000000000000000000e+00,1.712056094147082419e+01,-1.415784845632066080e+01,3.127840939779148499e+01,6.721546599737603518e-16,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
5.940000000000000000e+02,0.000000000000000000e+00,1.704484811470010897e+01,-1.415784845632066080e+01,3.120269657102076977e+01,9.769025722965107011e-21,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
5.950000000000000000e+02,0.000000000000000000e+00,1.696913528792939374e+01,-1.415784845632066080e+01,3.112698374425005454e+01,1.419820009574574444e-25,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
5.960000000000000000e+02,0.000000000000000000e+00,1.689342246115867852e+01,-1.415784845632066080e+01,3.105127091747933932e+01,2.063551593327650210e-30,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
5.970000000000000000e+02,0.000000000000000000e+00,1.681770963438796329e+01,-1.415784845632066080e+01,3.097555809070862409e+01,2.999144363095007029e-35,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
5.980000000000000000e+02,0.000000000000000000e+00,1.674199680761724807e+01,-1.415784845632066080e+01,3.089984526393790887e+01,4.358925136531032116e-40,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
5.990000000000000000e+02,0.000000000000000000e+00,1.666628398084653284e+01,-1.415784845632066080e+01,3.082413243716719364e+01,6.335216330258453061e-45,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
6.000000000000000000e+02,0.000000000000000000e+00,1.659057115407581762e+01,-1.415784845632066080e+01,3.074841961039647842e+01,9.207537338692179248e-50,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
6.010000000000000000e+02,0.000000000000000000e+00,1.651485832730510239e+01,-1.415784845632066080e+01,3.067270678362576319e+01,1.338213873431406540e-54,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
6.020000000000000000e+02,0.000000000000000000e+00,1.643914550053438717e+01,-1.415784845632066080e+01,3.059699395685504797e+01,1.944946086201430035e-59,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
6.030000000000000000e+02,0.000000000000000000e+00,1.636343267376367194e+01,-1.415784845632066080e+01,3.052128113008433274e+01,2.826764356081948757e-64,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
6.040000000000000000e+02,0.000000000000000000e+00,1.628771984699295672e+01,-1.415784845632066080e+01,3.044556830331361752e+01,4.108389832245376265e-69,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.603999999999999915e+01
6.050000000000000000e+02,0.000000000000000000e+00,1.621200702022224149e+01,-1.415784845632066080e+01,3.036985547654290230e+01,5.971090932069141799e-74,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.593999999999999773e+01
6.060000000000000000e+02,0.000000000000000000e+00,1.650314916305145374e+01,-1.379295545486909269e+01,3.029609401128689683e+01,1.060663365020625602e-05,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.575000000000000000e+01
